Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,country,education,gender,age,married,familysize,soma_depressao,indice_depressao
1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,3,2,23,1,5,20,2
0,2,1,1,0,0,0,1,0,0,0,3,0,0,1,3,2,23,1,6,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,19,1,4,0,0
0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,3,2,22,1,1,11,1
1,1,2,1,2,0,1,1,1,2,0,3,1,3,1,3,2,23,1,6,19,2
0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,3,2,23,1,5,6,0
3,1,2,2,3,3,2,3,2,2,2,1,3,1,1,2,2,27,2,8,30,4
1,0,0,2,0,1,1,1,1,1,2,0,0,1,1,3,1,20,1,2,11,1
0,1,0,1,0,0,0,1,1,1,0,0,1,2,5,3,1,25,1,7,8,0
1,1,1,2,1,0,0,1,2,1,0,0,0,1,1,3,2,32,2,5,11,1
2,1,1,0,0,1,2,0,1,1,0,0,2,1,1,3,1,22,1,3,12,1
0,2,3,2,2,2,1,1,1,1,2,1,1,0,9,2,2,19,1,6,19,2
1,2,2,2,1,2,2,1,2,2,3,1,3,2,2,3,1,28,1,4,26,3
0,2,0,2,0,0,0,0,1,0,0,0,1,2,6,2,2,20,1,3,8,0
1,2,2,2,1,2,1,2,2,1,2,0,1,2,1,2,2,23,1,7,21,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,55,3,2,14,2
1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,3,2,24,1,4,8,0
1,0,0,1,0,0,0,1,1,1,0,1,0,3,9,3,2,21,1,3,9,0
2,2,3,1,1,2,3,2,2,3,2,2,2,2,1,3,2,23,1,5,29,4
1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,3,2,23,1,4,8,0
2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,18,1,1,27,3
1,3,2,2,1,1,2,2,3,2,2,2,3,2,5,4,2,29,1,4,28,4
1,0,1,1,1,1,1,0,2,0,1,3,1,2,1,3,1,21,1,4,15,2
1,1,3,3,3,3,3,1,3,3,3,3,3,3,1,3,2,23,1,1,36,4
0,1,0,0,0,0,0,1,0,1,0,0,0,1,5,4,2,28,2,3,4,0
3,1,3,2,0,1,3,3,2,3,1,3,3,2,3,2,1,27,1,6,30,4
3,1,3,3,1,0,1,3,3,3,0,3,1,2,23,4,2,33,1,2,27,3
1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,2,1,36,2,3,13,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,36,1,3,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,28,1,2,2,0
2,1,1,1,1,2,0,1,1,1,1,2,0,2,25,2,2,21,1,3,16,2
0,2,0,0,0,2,0,0,0,0,1,0,0,3,2,2,2,19,1,4,8,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,20,1,4,13,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,19,1,3,2,0
0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,3,2,23,1,10,6,0
2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,3,2,19,1,7,25,3
3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,2,22,1,8,40,4
3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,18,1,3,41,4
1,2,2,1,2,2,1,3,1,2,1,3,2,1,1,3,2,21,1,7,24,3
0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,4,2,30,2,4,5,0
0,1,0,1,0,1,0,0,1,1,2,1,0,1,1,2,2,19,1,4,9,0
1,0,0,1,1,1,0,1,2,0,1,0,1,0,2,2,2,21,1,4,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,9,3,2,33,3,3,3,0
0,1,1,1,2,1,2,1,1,1,1,3,1,1,1,2,2,30,1,4,17,2
1,2,0,2,1,1,1,0,2,0,1,1,0,3,1,3,2,19,1,4,15,2
1,1,1,0,1,1,1,0,1,1,1,1,0,2,1,2,1,20,1,4,12,1
2,3,2,3,2,2,2,3,3,2,3,1,3,2,36,2,2,25,1,1,33,4
3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,3,2,21,1,4,40,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,18,1,4,0,0
1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,4,1,33,1,2,18,2
0,0,2,0,1,1,2,0,0,2,2,1,2,1,1,3,2,19,1,7,14,2
1,3,3,3,2,3,1,2,3,3,3,3,3,3,1,3,2,28,1,4,36,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,19,1,3,42,4
0,1,1,1,1,0,1,0,1,1,1,1,1,1,5,4,2,23,2,2,11,1
1,0,2,1,2,1,1,1,1,1,0,0,1,1,1,3,2,20,1,9,13,1
0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,2,2,21,1,4,5,0
2,0,3,3,0,3,3,3,3,3,3,3,3,0,2,2,1,38,3,2,32,4
1,1,1,1,2,1,1,1,1,2,1,2,0,1,9,2,2,21,1,4,16,2
1,3,3,2,2,3,3,3,3,3,3,3,3,2,1,2,2,18,1,3,37,4
1,3,1,1,1,1,0,1,1,1,2,1,1,2,2,3,2,23,1,1,17,2
1,0,1,1,1,0,2,1,1,1,0,0,0,1,1,4,1,26,1,2,10,1
1,2,1,3,2,1,1,2,3,2,1,0,1,2,1,4,2,27,1,4,22,3
0,1,3,3,1,0,0,1,0,3,1,2,0,0,3,4,2,34,2,2,15,2
0,1,0,3,1,0,0,0,2,1,0,0,0,1,2,3,2,20,1,4,9,0
2,2,2,2,3,2,2,2,2,1,3,2,3,2,4,2,2,19,1,2,30,4
2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,3,1,21,1,2,20,2
2,3,3,2,1,3,2,2,2,3,3,3,1,3,1,2,2,19,1,2,33,4
0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,3,2,28,2,5,5,0
0,1,0,2,3,2,1,1,1,0,0,1,1,0,1,2,2,19,1,5,13,1
1,2,0,0,0,0,0,1,2,0,1,0,0,2,1,3,2,18,1,7,9,0
0,1,2,1,0,2,1,1,1,1,0,1,0,3,2,4,1,42,2,5,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,18,1,5,0,0
2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,23,1,2,39,4
1,0,1,2,1,2,1,1,1,1,1,1,0,1,1,2,2,19,1,4,14,2
3,2,3,3,3,3,3,3,2,3,3,3,3,2,1,3,2,22,1,4,39,4
2,1,1,2,1,2,1,0,2,1,2,0,1,2,6,4,2,49,2,2,18,2
1,2,1,3,2,3,2,3,3,1,1,0,2,1,1,2,2,32,2,4,25,3
0,1,0,1,1,1,0,0,1,1,3,0,0,1,1,3,2,22,1,7,10,1
0,1,2,1,1,2,1,1,3,1,2,2,1,2,8,3,2,22,1,2,20,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,24,1,4,42,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,23,1,2,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,20,1,2,1,0
2,2,2,3,2,2,1,3,2,3,1,1,1,2,2,2,2,18,1,2,27,3
1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,3,2,40,1,3,10,1
2,3,3,3,2,3,3,1,3,2,3,3,2,3,2,2,1,18,1,2,36,4
1,1,0,1,1,1,1,3,1,0,1,0,1,1,1,2,2,18,1,7,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,18,1,4,0,0
2,2,2,3,2,2,2,3,3,2,2,3,2,3,1,4,2,26,1,3,33,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,2,25,1,3,42,4
0,2,0,1,1,0,0,0,1,0,0,0,0,1,1,4,1,24,1,1,6,0
1,2,2,0,0,1,0,0,0,1,0,1,0,2,1,4,1,25,1,6,10,1
1,0,1,1,3,3,2,1,0,0,1,2,2,1,1,3,1,20,1,1,18,2
3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,20,1,5,40,4
3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,4,1,24,1,2,41,4
0,2,2,2,1,2,2,2,3,1,1,1,2,3,2,3,2,36,3,3,24,3
1,1,0,3,1,0,0,2,3,0,0,0,0,2,5,3,1,46,2,4,13,1
1,1,1,2,2,3,2,1,2,2,2,1,2,2,1,2,2,20,1,3,24,3
1,2,1,3,1,2,1,1,2,1,0,0,0,1,2,2,2,23,1,1,16,2
0,3,0,0,0,0,0,0,1,0,0,0,0,3,6,4,2,29,1,2,7,0
2,1,3,2,3,3,2,3,0,2,3,3,2,3,1,3,2,21,1,4,32,4
1,1,1,2,2,3,1,1,3,1,3,0,1,2,1,3,2,23,1,4,22,3
0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,3,2,20,1,4,13,1
1,0,1,1,1,1,0,1,0,0,1,0,0,3,23,2,2,18,1,2,10,1
3,3,3,3,3,3,1,2,3,3,3,3,3,3,1,2,2,21,1,4,39,4
1,0,1,1,2,0,1,0,1,1,2,2,1,1,1,2,2,20,1,5,14,2
3,1,0,3,3,3,0,2,1,1,0,0,1,1,1,2,2,21,1,2,19,2
1,2,1,2,2,1,1,2,1,1,1,1,0,2,2,2,1,19,1,4,18,2
2,2,3,3,3,3,3,2,3,2,3,1,3,1,1,3,2,21,1,7,34,4
2,3,2,3,3,3,1,3,3,3,3,3,1,2,1,2,2,19,1,4,35,4
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,23,1,7,2,0
0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,2,20,1,3,4,0
1,1,1,1,0,1,1,1,1,0,1,0,1,3,1,3,2,32,2,9,13,1
1,2,2,1,3,1,1,3,1,3,1,1,2,1,10,3,1,30,1,1,23,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,36,2,3,2,0
1,3,1,3,2,0,0,1,2,2,1,0,0,3,5,4,2,52,2,2,19,2
0,2,0,1,2,0,0,1,1,2,0,0,0,1,1,2,2,20,1,5,10,1
0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,21,1,3,5,0
1,1,0,3,0,1,1,1,2,1,0,2,1,2,1,3,2,19,1,5,16,2
1,0,2,0,1,2,1,1,1,1,1,1,1,1,1,3,1,22,1,10,14,2
1,2,1,3,3,1,1,3,3,3,1,2,2,3,2,2,1,40,1,1,29,4
1,0,0,1,1,3,1,1,1,1,1,1,1,0,1,3,2,21,1,3,13,1
0,1,2,0,0,1,0,1,0,0,3,1,0,1,1,3,2,21,1,3,10,1
0,1,1,1,2,2,0,0,1,1,1,1,0,1,1,3,2,24,1,9,12,1
3,2,3,3,3,2,2,3,3,3,3,2,2,3,33,2,1,59,2,4,37,4
1,1,2,2,2,3,1,1,3,1,2,3,1,2,1,3,2,24,1,5,25,3
1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,20,1,5,19,2
2,3,3,3,3,2,3,3,2,2,3,3,3,3,1,3,2,27,2,3,38,4
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,2,32,2,6,12,1
0,0,1,3,0,0,0,3,1,0,0,0,0,0,1,3,2,18,1,5,8,0
2,2,1,3,1,3,3,1,1,2,3,3,3,2,26,3,2,19,1,3,30,4
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,22,2,4,2,0
1,1,0,1,1,3,0,1,1,3,1,0,0,1,1,3,2,22,1,5,14,2
2,2,3,3,1,3,2,2,3,2,3,2,3,3,36,3,2,25,1,2,34,4
0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,3,1,30,1,2,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,41,2,3,0,0
2,0,0,2,0,2,0,0,2,0,2,0,0,0,1,4,2,48,2,1,10,1
1,0,0,1,1,1,1,1,2,2,0,2,1,2,1,3,2,23,1,3,15,2
0,0,0,1,0,0,0,3,3,0,1,1,0,1,1,2,2,21,1,5,10,1
2,0,3,3,1,3,3,2,3,2,2,3,1,0,2,2,1,39,1,3,28,4
1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,3,2,23,1,6,7,0
0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,3,2,22,1,5,6,0
1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,18,1,3,20,2
2,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,22,1,3,39,4
2,3,3,3,3,3,3,2,3,3,3,2,3,3,26,3,2,19,1,2,39,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,18,1,3,42,4
0,1,1,2,1,3,1,0,2,0,2,1,0,3,1,3,2,27,1,4,17,2
3,2,2,3,3,3,3,2,3,3,3,2,3,1,1,2,2,32,1,6,36,4
3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1,31,1,2,40,4
0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,1,24,2,7,3,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,2,2,21,1,2,2,0
1,1,3,1,2,3,1,1,1,1,2,3,1,2,1,2,1,21,1,5,23,3
2,3,3,3,3,3,3,2,3,2,3,3,3,3,1,3,2,21,1,7,39,4
1,1,3,3,3,3,3,1,2,2,1,2,1,1,2,2,2,33,3,2,27,3
2,1,0,1,1,1,1,3,1,1,1,0,1,0,1,3,1,24,1,2,14,2
2,2,2,1,1,1,1,2,2,2,1,0,3,2,2,3,1,30,2,2,22,3
3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,30,1,2,41,4
1,2,1,3,2,1,2,1,1,1,2,2,1,1,1,3,2,20,1,5,21,3
1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,4,2,24,1,5,17,2
1,3,1,3,2,2,1,2,3,2,2,2,1,2,12,4,1,31,1,2,27,3
1,2,3,2,2,2,2,3,3,3,2,3,2,2,5,2,1,30,1,3,32,4
3,3,1,3,3,3,3,3,3,3,3,3,3,3,40,2,2,18,1,3,40,4
2,1,1,2,1,2,2,1,1,1,3,1,0,2,1,3,2,21,1,2,20,2
0,2,0,3,0,1,3,2,1,1,3,0,3,1,1,2,2,19,1,4,20,2
0,1,0,3,0,2,3,0,2,2,2,0,0,1,1,2,2,20,2,4,16,2
2,3,2,3,2,1,2,3,3,3,1,0,1,3,2,2,3,19,1,3,29,4
2,3,3,2,3,3,3,3,2,3,3,3,3,3,1,2,2,19,1,2,39,4
2,3,2,1,1,2,1,1,2,1,3,2,1,2,1,3,2,31,2,2,24,3
1,3,3,3,2,3,3,3,3,3,3,3,3,3,13,2,3,18,1,2,39,4
1,1,1,3,3,1,1,2,3,3,1,1,0,3,1,2,2,18,1,6,24,3
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,3,1,40,2,7,4,0
0,0,0,1,1,1,0,0,2,0,1,0,0,1,34,2,1,18,1,3,7,0
3,2,1,2,3,2,3,1,3,1,3,3,3,2,1,3,2,25,1,4,32,4
1,2,2,2,2,2,2,2,2,2,3,2,2,1,9,2,2,18,1,2,27,3
1,2,2,1,3,2,2,1,3,1,2,1,1,1,1,3,2,21,1,3,23,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,22,1,2,0,0
2,2,3,3,3,2,2,2,2,3,3,2,3,3,1,2,2,18,1,5,35,4
1,1,1,3,2,2,0,2,2,1,3,1,0,3,2,2,2,20,1,2,22,3
0,2,0,2,0,0,0,0,2,2,0,0,0,2,1,2,2,19,1,7,10,1
1,2,0,0,0,1,1,1,2,1,1,3,0,2,1,2,2,19,1,5,15,2
0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,3,2,22,1,5,6,0
0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,4,2,27,1,3,4,0
1,1,2,3,2,1,2,2,2,2,1,1,2,2,1,2,2,20,1,2,24,3
0,1,2,2,3,2,2,1,1,2,0,2,2,1,16,3,2,42,1,3,21,3
1,1,1,1,1,3,1,1,2,2,2,1,1,3,1,2,2,20,1,2,21,3
0,0,0,1,1,0,0,0,2,1,0,1,0,0,1,2,2,18,1,1,6,0
0,1,0,3,1,2,2,0,1,0,3,1,3,0,1,2,2,18,1,6,17,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,19,1,5,1,0
3,3,3,3,1,3,3,3,3,1,3,3,3,0,1,3,2,23,1,2,35,4
1,3,0,3,2,2,0,2,2,1,3,1,0,3,2,2,2,19,1,2,23,3
2,1,2,1,2,3,1,1,1,1,2,2,2,2,30,4,2,23,1,2,23,3
0,3,2,1,1,2,3,0,1,2,3,3,0,3,1,3,2,22,1,4,24,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,21,1,9,2,0
3,1,2,2,3,3,1,3,3,2,3,0,1,3,1,2,2,18,1,5,30,4
1,1,2,2,1,2,1,1,1,1,3,2,1,2,1,2,2,19,1,3,21,3
1,2,1,2,1,2,2,3,2,2,3,0,1,3,1,2,1,18,1,3,25,3
2,2,1,1,2,2,1,1,1,1,2,2,2,1,3,3,2,22,1,6,21,3
3,2,3,3,3,3,2,2,2,3,3,3,3,3,1,3,2,26,1,5,38,4
0,0,0,0,0,2,0,0,0,0,0,0,0,2,26,2,2,21,1,7,4,0
0,3,1,3,1,2,1,1,3,0,1,2,1,1,1,4,2,26,1,7,20,2
1,2,2,2,1,2,1,2,2,2,2,2,1,1,6,2,1,51,2,4,23,3
1,2,1,1,2,1,1,1,1,1,0,0,1,1,1,2,1,32,1,3,14,2
2,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,2,23,1,5,37,4
3,3,1,3,3,0,0,3,3,3,0,0,0,3,2,3,2,34,3,1,25,3
0,1,1,1,1,2,1,1,2,1,1,3,1,1,1,2,2,21,1,5,17,2
1,1,1,1,0,3,0,0,1,1,0,1,2,1,26,2,2,21,1,3,13,1
1,3,1,3,3,3,1,2,3,1,3,1,1,3,2,2,2,33,2,3,29,4
1,1,3,2,2,3,3,3,3,3,3,3,3,2,1,4,2,30,1,5,35,4
0,2,1,2,2,3,1,2,2,1,3,1,1,1,9,2,2,23,1,3,22,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,34,2,8,1,0
1,0,2,3,3,3,1,3,3,3,3,3,3,3,1,4,2,24,1,3,34,4
0,1,1,1,1,1,3,2,1,0,3,0,0,2,5,2,1,24,1,5,16,2
1,1,1,1,1,2,1,1,1,0,2,1,2,1,1,2,2,23,1,8,16,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,25,1,4,0,0
1,2,1,2,1,1,1,1,2,1,1,2,1,1,3,3,2,60,2,3,18,2
2,1,2,2,2,3,3,2,3,1,2,1,3,2,1,3,2,22,1,6,29,4
0,1,2,2,1,1,2,1,2,1,1,1,1,2,1,3,2,22,1,7,18,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,19,1,4,1,0
2,1,3,3,2,2,1,2,3,2,1,1,2,3,1,3,1,19,1,4,28,4
2,2,1,2,1,3,1,1,3,1,3,1,2,3,26,2,2,18,1,2,26,3
1,2,2,3,3,3,2,2,3,2,2,1,2,2,2,2,2,24,1,5,30,4
0,0,1,2,3,0,0,0,1,1,0,0,0,2,1,4,2,24,1,6,10,1
0,0,1,1,0,1,0,0,1,1,0,0,2,0,1,3,2,21,1,3,7,0
2,1,1,1,1,1,1,1,0,1,0,1,0,1,2,4,2,42,2,4,12,1
1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,3,2,30,2,9,13,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,24,1,3,3,0
1,0,0,0,1,1,3,0,0,1,0,1,0,1,1,2,2,20,1,3,9,0
2,2,1,3,3,1,2,2,3,3,1,2,1,3,2,3,1,21,1,3,29,4
2,3,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,20,1,2,24,3
3,3,3,3,3,3,3,3,3,3,3,0,3,3,1,4,2,28,2,5,39,4
0,1,0,0,0,0,0,0,0,0,0,0,1,1,29,3,2,25,1,5,3,0
1,2,2,2,1,3,2,1,2,1,3,3,2,2,1,3,2,27,1,6,27,3
3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,19,1,5,41,4
2,3,3,3,3,3,3,2,3,2,3,3,3,3,6,4,2,28,3,3,39,4
1,2,0,2,1,0,0,1,1,1,1,0,0,2,2,4,2,49,2,3,12,1
2,1,1,2,3,3,1,1,3,1,2,0,1,1,1,2,2,19,1,3,22,3
3,2,3,2,3,1,3,2,2,3,3,2,2,2,1,3,2,24,1,4,33,4
2,1,2,3,1,2,2,3,3,3,2,2,1,2,1,4,2,28,2,4,29,4
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,2,18,1,3,14,2
1,2,2,1,1,3,3,2,1,2,3,2,2,2,1,2,2,18,1,4,27,3
2,2,0,2,2,1,1,1,2,1,0,2,1,2,1,4,2,22,1,2,19,2
0,1,2,1,2,1,2,1,0,2,1,1,1,1,2,2,2,18,1,3,16,2
1,1,1,2,0,1,0,1,1,1,0,1,1,1,9,2,2,22,1,3,12,1
0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,3,2,23,1,2,9,0
2,3,2,3,1,3,3,2,3,2,3,2,3,2,1,3,2,20,1,4,34,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,2,34,2,7,2,0
1,0,1,1,0,1,1,1,2,1,1,1,0,0,1,3,2,19,1,5,11,1
0,1,1,1,0,1,2,1,0,2,1,0,2,1,28,3,2,37,1,3,13,1
1,3,3,3,0,3,1,3,3,3,2,3,3,3,2,2,2,19,1,3,34,4
0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,2,2,18,1,5,6,0
2,2,3,2,1,2,2,1,2,1,1,3,1,1,1,3,2,20,1,5,24,3
0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,3,1,23,1,5,8,0
3,2,3,3,3,3,3,3,3,1,3,2,3,3,1,2,2,26,1,5,38,4
0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,4,1,69,3,4,3,0
3,3,3,3,2,3,3,2,3,3,2,2,2,3,2,1,2,18,1,4,37,4
2,1,1,2,2,2,1,1,2,2,1,2,1,3,12,3,1,24,1,4,23,3
1,1,0,1,1,0,0,1,1,2,0,0,0,1,1,3,2,21,1,3,9,0
1,3,2,3,1,1,1,1,2,1,2,1,3,3,2,3,1,23,1,3,25,3
2,1,3,2,3,2,3,3,2,3,3,3,2,3,39,2,1,20,1,1,35,4
3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,2,2,23,1,8,40,4
1,1,1,2,0,1,0,1,1,1,1,0,1,1,2,2,2,18,1,3,12,1
1,0,1,0,1,2,1,1,0,0,1,2,1,0,1,3,2,20,1,5,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,24,1,5,0,0
3,1,2,2,3,2,1,3,3,3,1,2,1,3,1,4,2,27,1,4,30,4
2,1,1,2,1,2,0,1,1,1,2,0,0,3,1,2,2,20,1,3,17,2
1,1,3,2,3,3,2,3,2,2,2,2,3,3,13,3,2,20,1,2,32,4
0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,25,1,3,2,0
0,3,2,3,3,3,1,3,3,2,3,2,1,3,2,2,2,19,1,5,32,4
0,1,0,1,0,1,1,1,1,1,1,3,1,2,1,3,2,22,1,7,14,2
1,1,2,1,1,1,2,2,2,3,2,2,1,3,1,2,2,48,3,6,24,3
0,0,1,2,0,0,1,1,2,1,0,1,1,1,2,2,2,21,1,2,11,1
3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,2,2,21,2,3,37,4
3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,2,55,3,2,39,4
1,2,0,2,3,1,3,2,2,2,2,0,2,1,17,4,2,22,1,2,23,3
1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,3,2,22,1,3,7,0
2,2,2,3,1,3,2,1,2,1,3,2,3,1,1,2,2,18,1,2,28,4
3,1,0,2,1,2,1,1,2,2,2,0,1,1,2,3,1,20,1,1,19,2
0,1,0,0,0,1,0,1,1,1,1,0,0,2,39,4,2,26,1,2,8,0
2,2,1,3,1,2,1,2,1,1,2,1,2,1,13,2,1,24,1,1,22,3
2,3,2,3,3,3,3,2,3,2,3,2,3,3,22,4,2,18,1,3,37,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,2,2,18,1,3,42,4
0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,3,2,23,1,2,6,0
0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,3,2,23,1,2,10,1
1,0,1,0,0,3,1,0,1,0,2,1,2,0,1,3,2,19,1,3,12,1
0,3,3,3,2,0,2,0,3,2,1,2,2,3,22,4,2,26,1,2,26,3
1,2,1,2,2,2,3,1,3,1,2,1,3,2,1,2,2,20,1,3,26,3
1,2,3,3,3,2,3,3,3,1,2,3,2,3,1,2,2,19,1,9,34,4
1,3,2,2,3,2,2,1,2,1,1,2,2,3,2,2,2,18,1,3,27,3
1,1,2,3,2,3,3,2,2,2,3,2,2,3,3,3,2,50,3,2,31,4
2,3,2,3,3,2,2,3,3,2,3,2,2,3,1,3,2,38,2,2,35,4
0,3,1,0,3,0,1,0,1,1,0,0,0,1,1,3,2,22,1,6,11,1
0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,1,20,1,3,3,0
0,3,0,1,1,0,0,1,0,1,0,1,0,3,1,3,2,33,1,3,11,1
2,3,1,3,2,2,2,3,3,3,3,2,2,1,1,4,2,26,1,2,32,4
1,0,0,1,0,1,0,1,1,0,1,0,0,1,9,3,2,23,1,1,7,0
2,3,3,3,3,3,3,3,3,3,3,3,3,3,24,2,1,20,1,2,41,4
1,2,2,2,2,1,0,0,1,0,1,0,1,1,1,3,2,23,1,6,14,2
2,1,2,2,2,2,2,2,1,2,2,3,2,1,1,3,2,23,1,4,26,3
1,3,3,2,3,3,2,1,2,1,1,3,3,3,1,3,2,19,1,8,31,4
1,3,1,3,2,1,0,1,3,3,0,0,0,3,5,2,2,41,2,4,21,3
1,1,3,3,3,1,2,3,3,1,3,3,1,2,1,3,2,24,1,3,30,4
1,0,3,1,1,2,1,0,2,1,2,2,1,1,1,3,2,19,1,6,18,2
1,1,3,2,2,2,2,1,2,2,2,1,2,3,1,3,2,25,1,2,26,3
1,3,3,2,3,3,3,2,3,3,3,3,2,3,13,3,2,35,3,1,37,4
1,1,1,3,3,3,2,2,3,3,1,3,3,1,1,2,2,19,1,12,30,4
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,4,2,26,1,4,6,0
2,1,3,1,1,3,1,1,2,2,3,1,0,1,1,2,2,19,1,2,22,3
2,2,1,2,1,0,1,3,2,1,0,1,0,2,1,3,2,35,2,6,18,2
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,22,1,6,13,1
3,1,1,2,3,3,1,3,2,1,1,1,1,2,1,2,2,19,1,3,25,3
0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,2,2,18,1,4,6,0
2,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,2,23,1,6,40,4
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,19,1,3,2,0
1,1,1,1,0,2,0,0,1,1,1,1,1,2,5,3,2,22,1,2,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,21,1,4,0,0
1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,2,2,20,1,3,9,0
